OO	Latitude	Location
115	11.035278	Proximal gut
353	11.035278	Proximal gut
288	11.035278	Proximal gut
198	11.035278	Distal gut
159	11.035278	Proximal gut
303	11.035278	Proximal gut
196	11.035278	Proximal gut
163	11.035278	Distal gut
168	11.035278	Proximal gut
234	11.035278	Proximal gut
313	11.035278	Proximal gut
368	11.035278	Distal gut
142	11.035278	Proximal gut
178	11.035278	Proximal gut
219	11.035278	Proximal gut
175	11.035278	Distal gut
249	11.035278	Proximal gut
289	11.035278	Proximal gut
242	11.035278	Proximal gut
118	11.035278	Distal gut
99	11.035278	Proximal gut
247	11.035278	Proximal gut
277	11.035278	Proximal gut
339	11.035278	Distal gut
69	11.035278	Proximal gut
132	11.035278	Proximal gut
246	11.035278	Distal gut
184	11.035278	Proximal gut
196	11.035278	Proximal gut
213	11.035278	Distal gut
235	11.035278	Proximal gut
182	11.035278	Proximal gut
177	11.035278	Distal gut
188	11.035278	Proximal gut
117	11.035278	Proximal gut
140	11.035278	Distal gut
201	11.035278	Proximal gut
180	11.035278	Proximal gut
180	11.035278	Distal gut
130	11.035278	Proximal gut
186	11.035278	Distal gut
246	11.035278	Proximal gut
220	11.035278	Proximal gut
172	11.035278	Distal gut
24	12.10975	Corpus
34	12.10975	Corpus
10	12.10975	Corpus
26	12.10975	Corpus
41	12.10975	Corpus
18	12.10975	Corpus
41	12.10975	Corpus
88	12.10975	Corpus
40	12.10975	Corpus
26	12.10975	Corpus
32	12.10975	Corpus
28	12.10975	Corpus
58	12.10975	Corpus
41	12.10975	Corpus
46	12.10975	Corpus
45	12.10975	Corpus
78	12.10975	Corpus
66	12.10975	Corpus
59	12.10975	Corpus
20	12.10975	Corpus
36	12.10975	Corpus
34	12.10975	Corpus
11	12.10975	Corpus
27	12.10975	Corpus
66	12.10975	Corpus
161	17.29587	Corpus
95	17.29587	Corpus
52	17.29587	Corpus
101	17.29587	Corpus
125	17.29588	Corpus
166	17.29588	Corpus
72	17.29588	Corpus
81	17.29588	Corpus
76	17.47185	Corpus
68	17.47185	Corpus
19	17.47185	Corpus
34	17.47185	Corpus
145	17.47185	Corpus
131	17.47185	Corpus
110	17.47185	Corpus
29	17.47185	Corpus
6	17.746	Distal gut
17	17.746	Distal gut
35	17.746	Distal gut
250	17.746	Distal gut
40	17.746	Distal gut
108	17.746	Distal gut
253	17.746	Distal gut
35	17.746	Distal gut
23	17.746	Distal gut
126	17.746	Distal gut
70	17.746	Distal gut
41	17.746	Distal gut
94	17.746	Distal gut
271	17.746	Distal gut
268	17.746	Distal gut
12	17.746	Distal gut
78	17.746	Distal gut
73	17.746	Distal gut
189	17.746	Distal gut
29	17.746	Distal gut
224	17.746	Distal gut
58	17.746	Distal gut
12	17.746	Distal gut
70	17.746	Distal gut
83	17.746	Distal gut
43	17.746	Distal gut
293	17.746	Distal gut
151	17.746	Distal gut
229	17.746	Distal gut
14	17.746	Distal gut
11	17.746	Distal gut
41	17.746	Distal gut
78	17.746	Distal gut
21	17.746	Distal gut
32	17.746	Distal gut
25	17.746	Distal gut
52	17.746	Distal gut
332	17.746	Distal gut
56	17.746	Distal gut
58	17.746	Distal gut
96	17.746	Distal gut
573	17.746	Distal gut
14	17.746	Distal gut
137	17.746	Distal gut
14	17.746	Distal gut
160	17.746	Distal gut
20	17.746	Distal gut
16	17.81	Distal gut
11	17.81	Distal gut
177	17.81	Distal gut
211	18.121	Distal gut
131	18.121	Distal gut
241	18.121	Distal gut
187	18.121	Distal gut
54	18.121	Distal gut
76	18.121	Distal gut
134	18.121	Distal gut
178	18.121	Distal gut
59	18.121	Distal gut
104	18.121	Distal gut
254	18.121	Distal gut
68	18.121	Distal gut
73	18.121	Distal gut
66	18.121	Distal gut
249	18.121	Distal gut
156	18.121	Distal gut
70	18.121	Distal gut
77	18.121	Distal gut
164	18.121	Distal gut
270	18.121	Distal gut
201	18.121	Distal gut
43	18.121	Distal gut
199	18.121	Distal gut
183	18.121	Distal gut
115	18.121	Distal gut
196	18.121	Distal gut
107	18.121	Distal gut
115	18.121	Distal gut
107	18.121	Distal gut
138	18.121	Distal gut
308	18.121	Distal gut
181	18.121	Distal gut
355	18.121	Distal gut
334	18.121	Distal gut
35	18.22	Corpus
19	18.22	Corpus
63	18.22	Corpus
22	18.22	Corpus
34	18.22	Corpus
20	18.22	Corpus
8	18.22	Corpus
42	18.22	Corpus
31	18.22	Corpus
14	18.22	Corpus
12	18.22	Corpus
15	18.22	Corpus
12	18.22	Corpus
44	18.22	Corpus
14	18.22	Corpus
15	18.22	Corpus
10	18.22	Corpus
11	18.22	Corpus
25	18.22	Corpus
19	18.22	Corpus
17	18.22	Corpus
17	18.22	Corpus
15	18.22	Corpus
20	18.22	Corpus
21	18.22	Corpus
15	18.22	Corpus
100	18.22	Corpus
18	18.22	Corpus
18	18.22	Corpus
13	18.22	Corpus
16	18.22	Corpus
16	18.22	Corpus
12	18.22	Corpus
40	18.22	Corpus
31	18.22	Corpus
45	18.22	Corpus
43	18.22	Corpus
69	18.22	Corpus
39	18.22	Corpus
64	18.22	Corpus
42	18.22	Corpus
217	18.22	Corpus
32	18.22	Corpus
27	18.22	Corpus
28	18.22	Corpus
42	18.22	Corpus
48	18.22	Corpus
21	18.22	Corpus
36	18.22	Corpus
10	18.22	Corpus
17	18.22	Corpus
13	18.22	Corpus
15	18.22	Corpus
33	18.22	Corpus
13	18.22	Corpus
15	18.22	Corpus
53	18.22	Corpus
52	18.22	Corpus
16	18.22	Corpus
37	18.22	Corpus
18	18.22	Corpus
30	18.22	Corpus
14	18.22	Corpus
37	18.22	Corpus
12	18.22	Corpus
19	18.22	Corpus
17	18.22	Corpus
17	18.22	Corpus
31	18.22	Corpus
16	18.22	Corpus
26	18.22	Corpus
16	18.22	Corpus
18	18.22	Corpus
17	18.22	Corpus
39	18.22	Corpus
19	18.22	Corpus
10	18.22	Corpus
12	18.22	Corpus
86	18.22	Corpus
32	18.22	Corpus
39	18.22	Corpus
38	18.22	Corpus
35	18.22	Corpus
73	18.22	Corpus
32	18.22	Corpus
116	18.22	Corpus
25	18.22	Corpus
29	18.22	Corpus
21	18.22	Corpus
33	18.22	Corpus
25	18.22	Corpus
10	18.22	Corpus
28	18.22	Corpus
21	18.22	Corpus
47	18.22	Corpus
21	18.22	Corpus
44	18.22	Corpus
27	18.22	Corpus
33	18.22	Corpus
26	18.22	Corpus
22	18.22	Corpus
30	18.22	Corpus
26	18.22	Corpus
32	18.22	Corpus
25	18.22	Corpus
30	18.22	Corpus
23	18.22	Corpus
32	18.22	Corpus
24	18.22	Corpus
23	18.22	Corpus
26	18.22	Corpus
21	18.22	Corpus
36	18.22	Corpus
23	18.22	Corpus
38	18.22	Corpus
26	18.22	Corpus
18	18.22	Corpus
13	18.22	Corpus
45	18.22	Corpus
21	18.22	Corpus
8	18.22	Corpus
18	18.22	Corpus
20	18.22	Corpus
15	18.22	Corpus
26	18.22	Corpus
4	18.22	Corpus
15	18.22	Corpus
17	18.22	Corpus
16	18.22	Corpus
18	18.22	Corpus
19	18.22	Corpus
8	18.22	Corpus
7	18.22	Corpus
7	18.22	Corpus
12	18.22	Corpus
21	18.22	Corpus
15	18.22	Corpus
14	18.22	Corpus
26	18.22	Corpus
27	18.22	Corpus
22	18.22	Corpus
32	18.22	Corpus
29	18.22	Corpus
24	18.22	Corpus
24	18.22	Corpus
6	18.22	Corpus
33	18.22	Corpus
30	18.22	Corpus
32	18.22	Corpus
45	18.22	Corpus
31	18.22	Corpus
136	18.22	Corpus
20	18.22	Corpus
43	18.22	Corpus
25	18.22	Corpus
21	18.22	Corpus
18	18.22	Corpus
26	18.22	Corpus
26	18.22	Corpus
22	18.22	Corpus
25	18.22	Corpus
27	18.22	Corpus
19	18.22	Corpus
16	18.22	Corpus
22	18.22	Corpus
21	18.22	Corpus
18	18.22	Corpus
27	18.22	Corpus
62	18.22	Corpus
22	18.22	Corpus
44	18.22	Corpus
21	18.22	Corpus
31	18.22	Corpus
22	18.22	Corpus
35	18.22	Corpus
30	18.22	Corpus
38	18.22	Corpus
38	18.22	Corpus
142	18.22	Corpus
76	18.22	Corpus
105	18.22	Corpus
107	18.22	Corpus
194	18.22	Corpus
133	18.22	Corpus
46	18.22	Corpus
51	18.22	Corpus
145	18.22	Corpus
120	18.22	Corpus
148	18.22	Corpus
24	18.22	Corpus
11	18.22	Corpus
14	18.22	Corpus
28	18.22	Corpus
25	18.22	Corpus
16	18.22	Corpus
25	18.22	Corpus
25	18.22	Corpus
22	18.22	Corpus
24	18.22	Corpus
22	18.22	Corpus
32	18.22	Corpus
19	18.22	Corpus
29	18.22	Corpus
12	18.22	Corpus
29	18.22	Corpus
23	18.22	Corpus
18	18.22	Corpus
21	18.22	Corpus
28	18.22	Corpus
25	18.22	Corpus
33	18.22	Corpus
20	18.22	Corpus
19	18.22	Corpus
18	18.22	Corpus
21	18.22	Corpus
20	18.22	Corpus
19	18.22	Corpus
22	18.22	Corpus
25	18.22	Corpus
169	18.22	Corpus
14	18.22	Corpus
13	18.22	Corpus
31	18.22	Corpus
166	18.22	Corpus
164	18.22	Corpus
17	18.22	Corpus
19	18.22	Corpus
14	18.22	Corpus
13	18.22	Corpus
28	18.22	Corpus
10	18.22	Corpus
33	18.22	Corpus
11	18.22	Corpus
7	18.22	Corpus
27	18.22	Corpus
16	18.22	Corpus
11	18.22	Corpus
13	18.22	Corpus
25	18.22	Corpus
15	18.22	Corpus
19	18.22	Corpus
17	18.22	Corpus
19	18.22	Corpus
10	18.22	Corpus
23	18.22	Corpus
10	18.22	Corpus
19	18.22	Corpus
16	18.22	Corpus
18	18.22	Corpus
20	18.22	Corpus
21	18.22	Corpus
16	18.22	Corpus
16	18.22	Corpus
99	18.22	Corpus
22	18.22	Corpus
51	18.22	Corpus
17	18.22	Corpus
33	18.22	Corpus
19	18.22	Corpus
16	18.22	Corpus
15	18.22	Corpus
21	18.22	Corpus
13	18.22	Corpus
19	18.22	Corpus
25	18.22	Corpus
24	18.22	Corpus
24	18.22	Corpus
30	18.22	Corpus
18	18.22	Corpus
21	18.22	Corpus
34	18.22	Corpus
19	18.22	Corpus
39	18.22	Corpus
30	18.22	Corpus
37	18.22	Corpus
285	18.22	Corpus
128	18.47	Secretion
357	18.47	Surface
70	18.47	Distal gut
77	18.47	Secretion
262	18.47	Surface
32	18.47	Surface
65	18.47	Distal gut
12	18.47	Secretion
73	18.47	Secretion
194	18.47	Surface
187	18.47	Surface
152	18.47	Secretion
173	18.47	Distal gut
46	18.47	Secretion
160	18.47	Surface
330	18.47	Surface
258	18.47	Surface
82	18.47	Distal gut
162	18.47	Surface
198	18.47	Surface
367	18.47	Surface
72	18.47	Distal gut
6	18.47	Secretion
89	18.47	Secretion
248	18.47	Surface
227	18.47	Surface
519	18.47	Surface
120	18.47	Distal gut
684	18.47	Surface
47	18.47	Secretion
282	18.47	Surface
170	18.47	Surface
108	18.47	Distal gut
77	18.47	Distal gut
31	18.47	Secretion
49	18.47	Secretion
213	18.47	Surface
282	18.47	Surface
75	18.47	Distal gut
14	18.47	Secretion
56	18.47	Secretion
277	18.47	Surface
260	18.47	Surface
229	18.47	Surface
66	18.47	Distal gut
63	18.47	Secretion
112	18.47	Surface
68	18.47	Secretion
263	18.47	Surface
262	18.47	Distal gut
6	18.47	Secretion
45	18.47	Secretion
266	18.47	Surface
192	18.47	Surface
195	18.47	Distal gut
179	18.47	Surface
97	18.47	Surface
319	18.47	Surface
65	18.47	Secretion
249	18.47	Surface
368	18.47	Surface
240	18.47	Surface
128	18.47	Distal gut
544	18.47	Surface
10	18.47	Surface
82	18.47	Distal gut
53	18.47	Distal gut
110	18.47	Secretion
113	18.47	Surface
330	18.47	Surface
133	18.47	Surface
123	18.47	Distal gut
126	18.47	Secretion
85	18.47	Secretion
356	18.47	Surface
456	18.47	Surface
84	18.47	Secretion
532	18.47	Surface
184	18.47	Distal gut
74	18.47	Secretion
356	18.47	Surface
455	18.47	Surface
555	18.47	Surface
85	18.47	Distal gut
68	18.47	Secretion
118	18.47	Surface
207	18.47	Surface
165	18.47	Distal gut
39	18.47	Secretion
33	18.47	Secretion
166	18.47	Surface
200	18.47	Surface
95	18.47	Distal gut
29	18.47	Secretion
115	18.47	Surface
233	18.47	Surface
267	18.47	Surface
102	18.47	Distal gut
7	18.47	Secretion
174	18.47	Surface
29	18.47	Secretion
190	18.47	Surface
53	18.47	Surface
77	18.47	Distal gut
173	18.47	Surface
213	18.47	Surface
120	18.47	Surface
119	18.47	Distal gut
126	18.47	Distal gut
153	18.47	Secretion
168	18.47	Surface
92	18.47	Surface
98	18.47	Distal gut
66	18.47	Secretion
164	18.47	Surface
239	18.47	Surface
36	18.47	Secretion
159	18.47	Distal gut
29	18.47	Secretion
194	18.47	Surface
355	18.47	Surface
18	18.47	Surface
102	18.47	Distal gut
57	18.47	Secretion
28	18.47	Secretion
255	18.47	Surface
134	18.47	Surface
152	18.47	Surface
134	18.47	Surface
133	18.47	Distal gut
49	18.47	Secretion
41	18.47	Secretion
114	18.47	Surface
622	18.47	Surface
54	18.47	Surface
108	18.47	Distal gut
104	18.47	Secretion
118	18.47	Surface
183	18.47	Surface
114	18.47	Distal gut
62	18.47	Secretion
42	18.47	Secretion
87	18.47	Surface
338	18.47	Surface
588	18.47	Surface
75	18.47	Distal gut
259	18.47	Surface
82	18.47	Secretion
81	18.47	Surface
116	18.47	Distal gut
168	18.47	Distal gut
77	18.47	Secretion
40	18.47	Surface
147	18.47	Distal gut
35	18.47	Secretion
50	18.47	Secretion
235	18.47	Surface
236	18.47	Surface
102	18.47	Secretion
64	18.47	Surface
138	18.47	Distal gut
55	18.47	Secretion
374	18.47	Surface
594	18.47	Surface
183	18.47	Distal gut
30	18.47	Secretion
39	18.47	Secretion
191	18.47	Surface
102	18.47	Surface
357	18.47	Surface
25	18.47	Surface
76	18.47	Distal gut
62	18.47	Secretion
58	18.47	Surface
103	18.47	Surface
30	18.47	Surface
6	18.47	Distal gut
96	18.47	Secretion
39	18.47	Secretion
150	18.47	Surface
211	18.47	Surface
91	18.47	Surface
418	18.47	Surface
56	18.47	Secretion
52	18.47	Surface
186	18.47	Surface
369	18.47	Surface
171	18.47	Distal gut
98	18.47	Distal gut
56	18.47	Secretion
62	18.47	Secretion
60	18.47	Surface
206	18.47	Surface
141	18.47	Surface
151	18.47	Distal gut
30	18.47	Secretion
48	18.47	Secretion
225	18.47	Surface
276	18.47	Surface
131	18.47	Surface
81	18.47	Secretion
249	18.47	Surface
145	18.47	Distal gut
84	18.47	Secretion
41	18.47	Secretion
116	18.47	Surface
190	18.47	Surface
97	18.47	Distal gut
58	18.47	Secretion
66	18.47	Surface
52	18.47	Surface
186	18.47	Surface
